cluster_id,lat,lng,pixels,area_sqm,area_acres,severity,google_maps_link
2310,42.492758,-71.089412,577,57700,14.257,severe,"https://www.google.com/maps/@42.492758,-71.089412,18z"
3048,42.48561,-71.094111,157,15700,3.879,severe,"https://www.google.com/maps/@42.48561,-71.094111,18z"
2857,42.487418,-71.085932,143,14300,3.533,severe,"https://www.google.com/maps/@42.487418,-71.085932,18z"
187,42.507915,-71.072067,137,13700,3.385,severe,"https://www.google.com/maps/@42.507915,-71.072067,18z"
2552,42.490519,-71.083084,125,12500,3.089,severe,"https://www.google.com/maps/@42.490519,-71.083084,18z"
179,42.507651,-71.078697,113,11300,2.792,severe,"https://www.google.com/maps/@42.507651,-71.078697,18z"
1623,42.498397,-71.080627,109,10900,2.693,severe,"https://www.google.com/maps/@42.498397,-71.080627,18z"
357,42.50674,-71.074313,107,10700,2.644,severe,"https://www.google.com/maps/@42.50674,-71.074313,18z"
2067,42.495445,-71.094439,100,10000,2.471,severe,"https://www.google.com/maps/@42.495445,-71.094439,18z"
1420,42.498569,-71.094502,98,9800,2.422,severe,"https://www.google.com/maps/@42.498569,-71.094502,18z"
2422,42.492427,-71.081473,91,9100,2.249,severe,"https://www.google.com/maps/@42.492427,-71.081473,18z"
2364,42.49314,-71.082731,89,8900,2.199,severe,"https://www.google.com/maps/@42.49314,-71.082731,18z"
2275,42.494091,-71.081199,79,7900,1.952,severe,"https://www.google.com/maps/@42.494091,-71.081199,18z"
2554,42.490913,-71.081415,79,7900,1.952,severe,"https://www.google.com/maps/@42.490913,-71.081415,18z"
9,42.509646,-71.080281,77,7700,1.903,severe,"https://www.google.com/maps/@42.509646,-71.080281,18z"
1834,42.496813,-71.066546,77,7700,1.903,severe,"https://www.google.com/maps/@42.496813,-71.066546,18z"
1518,42.49911,-71.0811,70,7000,1.73,severe,"https://www.google.com/maps/@42.49911,-71.0811,18z"
2944,42.486692,-71.091374,70,7000,1.73,severe,"https://www.google.com/maps/@42.486692,-71.091374,18z"
1848,42.496852,-71.072397,67,6700,1.656,severe,"https://www.google.com/maps/@42.496852,-71.072397,18z"
1138,42.501306,-71.094477,66,6600,1.631,severe,"https://www.google.com/maps/@42.501306,-71.094477,18z"
2999,42.486363,-71.088185,64,6400,1.581,severe,"https://www.google.com/maps/@42.486363,-71.088185,18z"
781,42.503981,-71.086327,63,6300,1.557,severe,"https://www.google.com/maps/@42.503981,-71.086327,18z"
964,42.502742,-71.093365,58,5800,1.433,severe,"https://www.google.com/maps/@42.502742,-71.093365,18z"
1893,42.496623,-71.059211,57,5700,1.408,severe,"https://www.google.com/maps/@42.496623,-71.059211,18z"
3022,42.486055,-71.060788,57,5700,1.408,severe,"https://www.google.com/maps/@42.486055,-71.060788,18z"
2527,42.491082,-71.091911,55,5500,1.359,severe,"https://www.google.com/maps/@42.491082,-71.091911,18z"
2647,42.490045,-71.085478,55,5500,1.359,severe,"https://www.google.com/maps/@42.490045,-71.085478,18z"
1814,42.496942,-71.084411,50,5000,1.235,severe,"https://www.google.com/maps/@42.496942,-71.084411,18z"
2381,42.493388,-71.091883,48,4800,1.186,severe,"https://www.google.com/maps/@42.493388,-71.091883,18z"
1684,42.498251,-71.063582,47,4700,1.161,severe,"https://www.google.com/maps/@42.498251,-71.063582,18z"
1803,42.49713,-71.091393,47,4700,1.161,severe,"https://www.google.com/maps/@42.49713,-71.091393,18z"
1767,42.497277,-71.094597,45,4500,1.112,severe,"https://www.google.com/maps/@42.497277,-71.094597,18z"
2494,42.492062,-71.083265,43,4300,1.063,severe,"https://www.google.com/maps/@42.492062,-71.083265,18z"
846,42.503359,-71.094514,41,4100,1.013,severe,"https://www.google.com/maps/@42.503359,-71.094514,18z"
2286,42.49413,-71.067696,40,4000,0.988,severe,"https://www.google.com/maps/@42.49413,-71.067696,18z"
13,42.509469,-71.071514,39,3900,0.964,severe,"https://www.google.com/maps/@42.509469,-71.071514,18z"
195,42.508216,-71.058322,39,3900,0.964,severe,"https://www.google.com/maps/@42.508216,-71.058322,18z"
1927,42.49642,-71.093876,39,3900,0.964,severe,"https://www.google.com/maps/@42.49642,-71.093876,18z"
2309,42.49406,-71.091228,39,3900,0.964,severe,"https://www.google.com/maps/@42.49406,-71.091228,18z"
1113,42.501788,-71.076976,38,3800,0.939,severe,"https://www.google.com/maps/@42.501788,-71.076976,18z"
1562,42.499156,-71.07193,38,3800,0.939,severe,"https://www.google.com/maps/@42.499156,-71.07193,18z"
2268,42.494493,-71.062506,37,3700,0.914,severe,"https://www.google.com/maps/@42.494493,-71.062506,18z"
73,42.509208,-71.085139,36,3600,0.89,severe,"https://www.google.com/maps/@42.509208,-71.085139,18z"
1390,42.500266,-71.072874,36,3600,0.89,severe,"https://www.google.com/maps/@42.500266,-71.072874,18z"
1504,42.499478,-71.064037,35,3500,0.865,severe,"https://www.google.com/maps/@42.499478,-71.064037,18z"
2211,42.494753,-71.086536,35,3500,0.865,severe,"https://www.google.com/maps/@42.494753,-71.086536,18z"
2568,42.491124,-71.083977,35,3500,0.865,severe,"https://www.google.com/maps/@42.491124,-71.083977,18z"
2812,42.488546,-71.068257,35,3500,0.865,severe,"https://www.google.com/maps/@42.488546,-71.068257,18z"
48,42.50945,-71.093378,34,3400,0.84,severe,"https://www.google.com/maps/@42.50945,-71.093378,18z"
1128,42.501709,-71.057715,34,3400,0.84,severe,"https://www.google.com/maps/@42.501709,-71.057715,18z"
1294,42.500827,-71.067643,34,3400,0.84,severe,"https://www.google.com/maps/@42.500827,-71.067643,18z"
77,42.509311,-71.078323,33,3300,0.815,severe,"https://www.google.com/maps/@42.509311,-71.078323,18z"
84,42.50906,-71.094475,33,3300,0.815,severe,"https://www.google.com/maps/@42.50906,-71.094475,18z"
1310,42.500663,-71.062794,33,3300,0.815,severe,"https://www.google.com/maps/@42.500663,-71.062794,18z"
2805,42.488727,-71.089164,33,3300,0.815,severe,"https://www.google.com/maps/@42.488727,-71.089164,18z"
3015,42.486057,-71.063619,33,3300,0.815,severe,"https://www.google.com/maps/@42.486057,-71.063619,18z"
2764,42.488905,-71.080941,31,3100,0.766,severe,"https://www.google.com/maps/@42.488905,-71.080941,18z"
2,42.509875,-71.093631,30,3000,0.741,severe,"https://www.google.com/maps/@42.509875,-71.093631,18z"
531,42.505825,-71.055553,30,3000,0.741,severe,"https://www.google.com/maps/@42.505825,-71.055553,18z"
1947,42.496291,-71.078972,30,3000,0.741,severe,"https://www.google.com/maps/@42.496291,-71.078972,18z"
2388,42.49322,-71.08421,30,3000,0.741,severe,"https://www.google.com/maps/@42.49322,-71.08421,18z"
1084,42.502094,-71.08581,29,2900,0.717,severe,"https://www.google.com/maps/@42.502094,-71.08581,18z"
1470,42.49952,-71.094275,29,2900,0.717,severe,"https://www.google.com/maps/@42.49952,-71.094275,18z"
2737,42.489274,-71.070485,29,2900,0.717,severe,"https://www.google.com/maps/@42.489274,-71.070485,18z"
2982,42.486646,-71.065944,29,2900,0.717,severe,"https://www.google.com/maps/@42.486646,-71.065944,18z"
173,42.508455,-71.055695,28,2800,0.692,severe,"https://www.google.com/maps/@42.508455,-71.055695,18z"
399,42.506435,-71.087392,28,2800,0.692,severe,"https://www.google.com/maps/@42.506435,-71.087392,18z"
680,42.504793,-71.083333,28,2800,0.692,severe,"https://www.google.com/maps/@42.504793,-71.083333,18z"
1453,42.499901,-71.062382,28,2800,0.692,severe,"https://www.google.com/maps/@42.499901,-71.062382,18z"
1966,42.495939,-71.083478,28,2800,0.692,severe,"https://www.google.com/maps/@42.495939,-71.083478,18z"
2498,42.491837,-71.094122,28,2800,0.692,severe,"https://www.google.com/maps/@42.491837,-71.094122,18z"
923,42.502962,-71.078783,27,2700,0.667,severe,"https://www.google.com/maps/@42.502962,-71.078783,18z"
1578,42.498996,-71.069952,27,2700,0.667,severe,"https://www.google.com/maps/@42.498996,-71.069952,18z"
2942,42.487153,-71.063712,27,2700,0.667,severe,"https://www.google.com/maps/@42.487153,-71.063712,18z"
2356,42.493741,-71.068639,26,2600,0.642,severe,"https://www.google.com/maps/@42.493741,-71.068639,18z"
2377,42.493533,-71.078894,26,2600,0.642,severe,"https://www.google.com/maps/@42.493533,-71.078894,18z"
2578,42.491085,-71.086945,26,2600,0.642,severe,"https://www.google.com/maps/@42.491085,-71.086945,18z"
1782,42.497493,-71.087204,24,2400,0.593,severe,"https://www.google.com/maps/@42.497493,-71.087204,18z"
2154,42.495158,-71.057821,24,2400,0.593,severe,"https://www.google.com/maps/@42.495158,-71.057821,18z"
2715,42.489513,-71.090119,24,2400,0.593,severe,"https://www.google.com/maps/@42.489513,-71.090119,18z"
346,42.507017,-71.055441,23,2300,0.568,severe,"https://www.google.com/maps/@42.507017,-71.055441,18z"
940,42.503087,-71.067911,23,2300,0.568,severe,"https://www.google.com/maps/@42.503087,-71.067911,18z"
1415,42.500179,-71.077541,23,2300,0.568,severe,"https://www.google.com/maps/@42.500179,-71.077541,18z"
2119,42.49541,-71.09053,23,2300,0.568,severe,"https://www.google.com/maps/@42.49541,-71.09053,18z"
3085,42.485608,-71.091065,23,2300,0.568,severe,"https://www.google.com/maps/@42.485608,-71.091065,18z"
3128,42.485319,-71.079311,23,2300,0.568,severe,"https://www.google.com/maps/@42.485319,-71.079311,18z"
2048,42.495772,-71.055255,22,2200,0.544,severe,"https://www.google.com/maps/@42.495772,-71.055255,18z"
2072,42.495613,-71.08821,22,2200,0.544,severe,"https://www.google.com/maps/@42.495613,-71.08821,18z"
2075,42.49566,-71.078734,22,2200,0.544,severe,"https://www.google.com/maps/@42.49566,-71.078734,18z"
2447,42.492561,-71.084368,22,2200,0.544,severe,"https://www.google.com/maps/@42.492561,-71.084368,18z"
2461,42.492434,-71.079602,22,2200,0.544,severe,"https://www.google.com/maps/@42.492434,-71.079602,18z"
3012,42.486204,-71.08008,22,2200,0.544,severe,"https://www.google.com/maps/@42.486204,-71.08008,18z"
3117,42.485417,-71.084585,22,2200,0.544,severe,"https://www.google.com/maps/@42.485417,-71.084585,18z"
230,42.507944,-71.059776,21,2100,0.519,severe,"https://www.google.com/maps/@42.507944,-71.059776,18z"
627,42.505084,-71.075367,21,2100,0.519,severe,"https://www.google.com/maps/@42.505084,-71.075367,18z"
1676,42.498241,-71.093038,21,2100,0.519,severe,"https://www.google.com/maps/@42.498241,-71.093038,18z"
2619,42.49044,-71.094534,21,2100,0.519,severe,"https://www.google.com/maps/@42.49044,-71.094534,18z"
2753,42.489167,-71.082963,21,2100,0.519,severe,"https://www.google.com/maps/@42.489167,-71.082963,18z"
2785,42.488859,-71.092328,21,2100,0.519,severe,"https://www.google.com/maps/@42.488859,-71.092328,18z"
522,42.505861,-71.088749,20,2000,0.494,severe,"https://www.google.com/maps/@42.505861,-71.088749,18z"
538,42.505739,-71.070809,20,2000,0.494,severe,"https://www.google.com/maps/@42.505739,-71.070809,18z"
712,42.504567,-71.068934,20,2000,0.494,severe,"https://www.google.com/maps/@42.504567,-71.068934,18z"
2418,42.492911,-71.093352,20,2000,0.494,severe,"https://www.google.com/maps/@42.492911,-71.093352,18z"
2489,42.492181,-71.055543,20,2000,0.494,severe,"https://www.google.com/maps/@42.492181,-71.055543,18z"
127,42.508859,-71.069982,19,1900,0.469,severe,"https://www.google.com/maps/@42.508859,-71.069982,18z"
322,42.507286,-71.082142,19,1900,0.469,severe,"https://www.google.com/maps/@42.507286,-71.082142,18z"
623,42.505151,-71.09094,19,1900,0.469,severe,"https://www.google.com/maps/@42.505151,-71.09094,18z"
1228,42.501121,-71.059129,19,1900,0.469,severe,"https://www.google.com/maps/@42.501121,-71.059129,18z"
1507,42.499441,-71.086007,19,1900,0.469,severe,"https://www.google.com/maps/@42.499441,-71.086007,18z"
2030,42.495885,-71.065696,19,1900,0.469,severe,"https://www.google.com/maps/@42.495885,-71.065696,18z"
2143,42.495241,-71.087364,19,1900,0.469,severe,"https://www.google.com/maps/@42.495241,-71.087364,18z"
2656,42.490291,-71.057727,19,1900,0.469,severe,"https://www.google.com/maps/@42.490291,-71.057727,18z"
3072,42.485667,-71.086617,19,1900,0.469,severe,"https://www.google.com/maps/@42.485667,-71.086617,18z"
258,42.507679,-71.082662,18,1800,0.445,severe,"https://www.google.com/maps/@42.507679,-71.082662,18z"
2192,42.494989,-71.066337,18,1800,0.445,severe,"https://www.google.com/maps/@42.494989,-71.066337,18z"
2748,42.489215,-71.091312,18,1800,0.445,severe,"https://www.google.com/maps/@42.489215,-71.091312,18z"
3109,42.485622,-71.062914,18,1800,0.445,severe,"https://www.google.com/maps/@42.485622,-71.062914,18z"
2214,42.494693,-71.083727,17,1700,0.42,severe,"https://www.google.com/maps/@42.494693,-71.083727,18z"
2943,42.487134,-71.092696,17,1700,0.42,severe,"https://www.google.com/maps/@42.487134,-71.092696,18z"
93,42.509197,-71.089254,16,1600,0.395,severe,"https://www.google.com/maps/@42.509197,-71.089254,18z"
107,42.509164,-71.070709,16,1600,0.395,severe,"https://www.google.com/maps/@42.509164,-71.070709,18z"
117,42.508973,-71.088082,16,1600,0.395,severe,"https://www.google.com/maps/@42.508973,-71.088082,18z"
160,42.508656,-71.057888,16,1600,0.395,severe,"https://www.google.com/maps/@42.508656,-71.057888,18z"
203,42.508257,-71.093754,16,1600,0.395,severe,"https://www.google.com/maps/@42.508257,-71.093754,18z"
259,42.507684,-71.081806,16,1600,0.395,severe,"https://www.google.com/maps/@42.507684,-71.081806,18z"
686,42.504641,-71.088597,16,1600,0.395,severe,"https://www.google.com/maps/@42.504641,-71.088597,18z"
1141,42.50175,-71.087336,16,1600,0.395,severe,"https://www.google.com/maps/@42.50175,-71.087336,18z"
1394,42.500368,-71.065,16,1600,0.395,severe,"https://www.google.com/maps/@42.500368,-71.065,18z"
2191,42.494921,-71.068112,16,1600,0.395,severe,"https://www.google.com/maps/@42.494921,-71.068112,18z"
2640,42.490343,-71.082052,16,1600,0.395,severe,"https://www.google.com/maps/@42.490343,-71.082052,18z"
11,42.509895,-71.079024,15,1500,0.371,severe,"https://www.google.com/maps/@42.509895,-71.079024,18z"
511,42.505921,-71.08587,15,1500,0.371,severe,"https://www.google.com/maps/@42.505921,-71.08587,18z"
635,42.505216,-71.059482,15,1500,0.371,severe,"https://www.google.com/maps/@42.505216,-71.059482,18z"
857,42.503695,-71.073945,15,1500,0.371,severe,"https://www.google.com/maps/@42.503695,-71.073945,18z"
1414,42.500233,-71.079541,15,1500,0.371,severe,"https://www.google.com/maps/@42.500233,-71.079541,18z"
1444,42.499913,-71.083832,15,1500,0.371,severe,"https://www.google.com/maps/@42.499913,-71.083832,18z"
1781,42.49757,-71.08973,15,1500,0.371,severe,"https://www.google.com/maps/@42.49757,-71.08973,18z"
2111,42.495577,-71.079597,15,1500,0.371,severe,"https://www.google.com/maps/@42.495577,-71.079597,18z"
2277,42.494382,-71.078753,15,1500,0.371,severe,"https://www.google.com/maps/@42.494382,-71.078753,18z"
2327,42.494009,-71.092851,15,1500,0.371,severe,"https://www.google.com/maps/@42.494009,-71.092851,18z"
81,42.509376,-71.060441,14,1400,0.346,severe,"https://www.google.com/maps/@42.509376,-71.060441,18z"
490,42.506216,-71.058471,14,1400,0.346,severe,"https://www.google.com/maps/@42.506216,-71.058471,18z"
663,42.504899,-71.081687,14,1400,0.346,severe,"https://www.google.com/maps/@42.504899,-71.081687,18z"
695,42.50468,-71.09442,14,1400,0.346,severe,"https://www.google.com/maps/@42.50468,-71.09442,18z"
818,42.503969,-71.062471,14,1400,0.346,severe,"https://www.google.com/maps/@42.503969,-71.062471,18z"
1015,42.502539,-71.079401,14,1400,0.346,severe,"https://www.google.com/maps/@42.502539,-71.079401,18z"
1238,42.501246,-71.078804,14,1400,0.346,severe,"https://www.google.com/maps/@42.501246,-71.078804,18z"
1433,42.500004,-71.091682,14,1400,0.346,severe,"https://www.google.com/maps/@42.500004,-71.091682,18z"
1485,42.499692,-71.082096,14,1400,0.346,severe,"https://www.google.com/maps/@42.499692,-71.082096,18z"
1500,42.499598,-71.069874,14,1400,0.346,severe,"https://www.google.com/maps/@42.499598,-71.069874,18z"
1604,42.498849,-71.078062,14,1400,0.346,severe,"https://www.google.com/maps/@42.498849,-71.078062,18z"
1980,42.496245,-71.061721,14,1400,0.346,severe,"https://www.google.com/maps/@42.496245,-71.061721,18z"
2244,42.494647,-71.055844,14,1400,0.346,severe,"https://www.google.com/maps/@42.494647,-71.055844,18z"
2352,42.493704,-71.084015,14,1400,0.346,severe,"https://www.google.com/maps/@42.493704,-71.084015,18z"
2586,42.491006,-71.092484,14,1400,0.346,severe,"https://www.google.com/maps/@42.491006,-71.092484,18z"
2815,42.488721,-71.093525,14,1400,0.346,severe,"https://www.google.com/maps/@42.488721,-71.093525,18z"
401,42.506725,-71.082472,13,1300,0.321,severe,"https://www.google.com/maps/@42.506725,-71.082472,18z"
714,42.504506,-71.057076,13,1300,0.321,severe,"https://www.google.com/maps/@42.504506,-71.057076,18z"
715,42.504493,-71.093347,13,1300,0.321,severe,"https://www.google.com/maps/@42.504493,-71.093347,18z"
830,42.503888,-71.059005,13,1300,0.321,severe,"https://www.google.com/maps/@42.503888,-71.059005,18z"
844,42.503626,-71.057204,13,1300,0.321,severe,"https://www.google.com/maps/@42.503626,-71.057204,18z"
1123,42.501857,-71.079,13,1300,0.321,severe,"https://www.google.com/maps/@42.501857,-71.079,18z"
1201,42.50136,-71.071716,13,1300,0.321,severe,"https://www.google.com/maps/@42.50136,-71.071716,18z"
1202,42.501292,-71.071018,13,1300,0.321,severe,"https://www.google.com/maps/@42.501292,-71.071018,18z"
1275,42.500909,-71.065673,13,1300,0.321,severe,"https://www.google.com/maps/@42.500909,-71.065673,18z"
1290,42.500923,-71.072754,13,1300,0.321,severe,"https://www.google.com/maps/@42.500923,-71.072754,18z"
1422,42.500129,-71.086458,13,1300,0.321,severe,"https://www.google.com/maps/@42.500129,-71.086458,18z"
1758,42.497756,-71.083335,13,1300,0.321,severe,"https://www.google.com/maps/@42.497756,-71.083335,18z"
1769,42.497608,-71.090371,13,1300,0.321,severe,"https://www.google.com/maps/@42.497608,-71.090371,18z"
1902,42.496767,-71.075133,13,1300,0.321,severe,"https://www.google.com/maps/@42.496767,-71.075133,18z"
2497,42.492,-71.060364,13,1300,0.321,severe,"https://www.google.com/maps/@42.492,-71.060364,18z"
2771,42.489041,-71.072653,13,1300,0.321,severe,"https://www.google.com/maps/@42.489041,-71.072653,18z"
3139,42.485229,-71.07799,13,1300,0.321,severe,"https://www.google.com/maps/@42.485229,-71.07799,18z"
14,42.509796,-71.069547,12,1200,0.297,severe,"https://www.google.com/maps/@42.509796,-71.069547,18z"
25,42.50973,-71.081736,12,1200,0.297,severe,"https://www.google.com/maps/@42.50973,-71.081736,18z"
126,42.508849,-71.071965,12,1200,0.297,severe,"https://www.google.com/maps/@42.508849,-71.071965,18z"
192,42.508405,-71.061219,12,1200,0.297,severe,"https://www.google.com/maps/@42.508405,-71.061219,18z"
319,42.507247,-71.088015,12,1200,0.297,severe,"https://www.google.com/maps/@42.507247,-71.088015,18z"
320,42.507385,-71.086085,12,1200,0.297,severe,"https://www.google.com/maps/@42.507385,-71.086085,18z"
519,42.505994,-71.063358,12,1200,0.297,severe,"https://www.google.com/maps/@42.505994,-71.063358,18z"
693,42.504646,-71.073995,12,1200,0.297,severe,"https://www.google.com/maps/@42.504646,-71.073995,18z"
869,42.503619,-71.087358,12,1200,0.297,severe,"https://www.google.com/maps/@42.503619,-71.087358,18z"
1054,42.502388,-71.058393,12,1200,0.297,severe,"https://www.google.com/maps/@42.502388,-71.058393,18z"
1254,42.500997,-71.068532,12,1200,0.297,severe,"https://www.google.com/maps/@42.500997,-71.068532,18z"
1455,42.499897,-71.092284,12,1200,0.297,severe,"https://www.google.com/maps/@42.499897,-71.092284,18z"
1970,42.496291,-71.077348,12,1200,0.297,severe,"https://www.google.com/maps/@42.496291,-71.077348,18z"
2041,42.495919,-71.08108,12,1200,0.297,severe,"https://www.google.com/maps/@42.495919,-71.08108,18z"
2141,42.49514,-71.093567,12,1200,0.297,severe,"https://www.google.com/maps/@42.49514,-71.093567,18z"
2162,42.495286,-71.061617,12,1200,0.297,severe,"https://www.google.com/maps/@42.495286,-71.061617,18z"
2167,42.495038,-71.084413,12,1200,0.297,severe,"https://www.google.com/maps/@42.495038,-71.084413,18z"
2248,42.494521,-71.093119,12,1200,0.297,severe,"https://www.google.com/maps/@42.494521,-71.093119,18z"
2264,42.49455,-71.08303,12,1200,0.297,severe,"https://www.google.com/maps/@42.49455,-71.08303,18z"
2392,42.493319,-71.093726,12,1200,0.297,severe,"https://www.google.com/maps/@42.493319,-71.093726,18z"
2419,42.492845,-71.09095,12,1200,0.297,severe,"https://www.google.com/maps/@42.492845,-71.09095,18z"
2761,42.489225,-71.08892,12,1200,0.297,severe,"https://www.google.com/maps/@42.489225,-71.08892,18z"
2778,42.488926,-71.087677,12,1200,0.297,severe,"https://www.google.com/maps/@42.488926,-71.087677,18z"
2895,42.487826,-71.091677,12,1200,0.297,severe,"https://www.google.com/maps/@42.487826,-71.091677,18z"
2940,42.48728,-71.084602,12,1200,0.297,severe,"https://www.google.com/maps/@42.48728,-71.084602,18z"
2979,42.486741,-71.084891,12,1200,0.297,severe,"https://www.google.com/maps/@42.486741,-71.084891,18z"
3023,42.486253,-71.093607,12,1200,0.297,severe,"https://www.google.com/maps/@42.486253,-71.093607,18z"
3075,42.485787,-71.084244,12,1200,0.297,severe,"https://www.google.com/maps/@42.485787,-71.084244,18z"
3091,42.485546,-71.080284,12,1200,0.297,severe,"https://www.google.com/maps/@42.485546,-71.080284,18z"
3106,42.485597,-71.067507,12,1200,0.297,severe,"https://www.google.com/maps/@42.485597,-71.067507,18z"
121,42.508959,-71.067342,11,1100,0.272,severe,"https://www.google.com/maps/@42.508959,-71.067342,18z"
124,42.508959,-71.086045,11,1100,0.272,severe,"https://www.google.com/maps/@42.508959,-71.086045,18z"
136,42.508752,-71.093328,11,1100,0.272,severe,"https://www.google.com/maps/@42.508752,-71.093328,18z"
143,42.508705,-71.082701,11,1100,0.272,severe,"https://www.google.com/maps/@42.508705,-71.082701,18z"
204,42.508315,-71.091635,11,1100,0.272,severe,"https://www.google.com/maps/@42.508315,-71.091635,18z"
215,42.508156,-71.073497,11,1100,0.272,severe,"https://www.google.com/maps/@42.508156,-71.073497,18z"
221,42.508093,-71.056487,11,1100,0.272,severe,"https://www.google.com/maps/@42.508093,-71.056487,18z"
333,42.507179,-71.070522,11,1100,0.272,severe,"https://www.google.com/maps/@42.507179,-71.070522,18z"
422,42.506639,-71.083092,11,1100,0.272,severe,"https://www.google.com/maps/@42.506639,-71.083092,18z"
639,42.505184,-71.084047,11,1100,0.272,severe,"https://www.google.com/maps/@42.505184,-71.084047,18z"
970,42.5028,-71.080303,11,1100,0.272,severe,"https://www.google.com/maps/@42.5028,-71.080303,18z"
1351,42.500631,-71.089942,11,1100,0.272,severe,"https://www.google.com/maps/@42.500631,-71.089942,18z"
1428,42.500067,-71.067668,11,1100,0.272,severe,"https://www.google.com/maps/@42.500067,-71.067668,18z"
1431,42.500083,-71.055271,11,1100,0.272,severe,"https://www.google.com/maps/@42.500083,-71.055271,18z"
1465,42.499892,-71.06909,11,1100,0.272,severe,"https://www.google.com/maps/@42.499892,-71.06909,18z"
1512,42.499487,-71.072704,11,1100,0.272,severe,"https://www.google.com/maps/@42.499487,-71.072704,18z"
1589,42.499097,-71.068677,11,1100,0.272,severe,"https://www.google.com/maps/@42.499097,-71.068677,18z"
1668,42.498462,-71.08192,11,1100,0.272,severe,"https://www.google.com/maps/@42.498462,-71.08192,18z"
1826,42.497285,-71.061545,11,1100,0.272,severe,"https://www.google.com/maps/@42.497285,-71.061545,18z"
1890,42.496809,-71.068482,11,1100,0.272,severe,"https://www.google.com/maps/@42.496809,-71.068482,18z"
2016,42.496125,-71.057475,11,1100,0.272,severe,"https://www.google.com/maps/@42.496125,-71.057475,18z"
2088,42.495617,-71.086066,11,1100,0.272,severe,"https://www.google.com/maps/@42.495617,-71.086066,18z"
2205,42.494878,-71.056737,11,1100,0.272,severe,"https://www.google.com/maps/@42.494878,-71.056737,18z"
2307,42.494329,-71.056313,11,1100,0.272,severe,"https://www.google.com/maps/@42.494329,-71.056313,18z"
2396,42.493328,-71.07582,11,1100,0.272,severe,"https://www.google.com/maps/@42.493328,-71.07582,18z"
2417,42.493018,-71.094837,11,1100,0.272,severe,"https://www.google.com/maps/@42.493018,-71.094837,18z"
2524,42.491699,-71.084916,11,1100,0.272,severe,"https://www.google.com/maps/@42.491699,-71.084916,18z"
2697,42.489824,-71.093318,11,1100,0.272,severe,"https://www.google.com/maps/@42.489824,-71.093318,18z"
2717,42.489641,-71.071662,11,1100,0.272,severe,"https://www.google.com/maps/@42.489641,-71.071662,18z"
2750,42.489371,-71.088346,11,1100,0.272,severe,"https://www.google.com/maps/@42.489371,-71.088346,18z"
2855,42.488298,-71.090506,11,1100,0.272,severe,"https://www.google.com/maps/@42.488298,-71.090506,18z"
2962,42.486939,-71.086978,11,1100,0.272,severe,"https://www.google.com/maps/@42.486939,-71.086978,18z"
2968,42.486931,-71.083429,11,1100,0.272,severe,"https://www.google.com/maps/@42.486931,-71.083429,18z"
3042,42.48612,-71.077784,11,1100,0.272,severe,"https://www.google.com/maps/@42.48612,-71.077784,18z"
3123,42.485532,-71.061643,11,1100,0.272,severe,"https://www.google.com/maps/@42.485532,-71.061643,18z"
214,42.508156,-71.074057,10,1000,0.247,severe,"https://www.google.com/maps/@42.508156,-71.074057,18z"
225,42.508112,-71.079561,10,1000,0.247,severe,"https://www.google.com/maps/@42.508112,-71.079561,18z"
649,42.505201,-71.068636,10,1000,0.247,severe,"https://www.google.com/maps/@42.505201,-71.068636,18z"
731,42.504476,-71.08226,10,1000,0.247,severe,"https://www.google.com/maps/@42.504476,-71.08226,18z"
764,42.504257,-71.081364,10,1000,0.247,severe,"https://www.google.com/maps/@42.504257,-71.081364,18z"
1179,42.501565,-71.056349,10,1000,0.247,severe,"https://www.google.com/maps/@42.501565,-71.056349,18z"
1457,42.499843,-71.083143,10,1000,0.247,severe,"https://www.google.com/maps/@42.499843,-71.083143,18z"
1474,42.499799,-71.080349,10,1000,0.247,severe,"https://www.google.com/maps/@42.499799,-71.080349,18z"
1477,42.499738,-71.093842,10,1000,0.247,severe,"https://www.google.com/maps/@42.499738,-71.093842,18z"
1538,42.499371,-71.075299,10,1000,0.247,severe,"https://www.google.com/maps/@42.499371,-71.075299,18z"
1627,42.498811,-71.060564,10,1000,0.247,severe,"https://www.google.com/maps/@42.498811,-71.060564,18z"
1645,42.498593,-71.089651,10,1000,0.247,severe,"https://www.google.com/maps/@42.498593,-71.089651,18z"
1711,42.498147,-71.083191,10,1000,0.247,severe,"https://www.google.com/maps/@42.498147,-71.083191,18z"
1838,42.497098,-71.089543,10,1000,0.247,severe,"https://www.google.com/maps/@42.497098,-71.089543,18z"
1889,42.496792,-71.071478,10,1000,0.247,severe,"https://www.google.com/maps/@42.496792,-71.071478,18z"
2004,42.49611,-71.081961,10,1000,0.247,severe,"https://www.google.com/maps/@42.49611,-71.081961,18z"
2014,42.496154,-71.062427,10,1000,0.247,severe,"https://www.google.com/maps/@42.496154,-71.062427,18z"
2105,42.495664,-71.085161,10,1000,0.247,severe,"https://www.google.com/maps/@42.495664,-71.085161,18z"
2125,42.495559,-71.0806,10,1000,0.247,severe,"https://www.google.com/maps/@42.495559,-71.0806,18z"
2142,42.49521,-71.092027,10,1000,0.247,severe,"https://www.google.com/maps/@42.49521,-71.092027,18z"
2185,42.495052,-71.082164,10,1000,0.247,severe,"https://www.google.com/maps/@42.495052,-71.082164,18z"
2239,42.494781,-71.06983,10,1000,0.247,severe,"https://www.google.com/maps/@42.494781,-71.06983,18z"
